OBJECTID,gcp_name,latitude,longitude,ellipsoidheight,state,district,tahsil,BRIEF_DESCRIPTION,old_description,UID,pid,gdc_username
64,AMBIKAPUR,23.125001,83.187567,537.9476,CHATTISGARH,SURGUJA,AMBIKAPUR,GCP is situated in the campus of Collector's Office,"A brass dot mark punch on an angle iron fixed vertically in the center of a cemented concrete pillar of dimensions about 30cm x 30cm and about 50 cm above ground level. The pillar is situated in the premises of collector office Ambikapur,Ambikapur city,T",1402060001,A365545,Odisha & Chhattishgarh Geo-spatial Directorate
65,AMBLIGOLA,14.188622,75.274581,526.34293,KARNATAKA,SHIMOGA,SHIKARIPUR,"GCP is situated in the premises of Forest Office, Ambligola Village","A brass dot punched on the top of an angle iron fixed in the centre of a concrete cemented pillar of dimensions about 30cm x 30cm x 50cm above ground level. The pillar is in the premises of Forest Office of Ambligola village, Taluk-Shikaripur of District",2217020001,A25PQ57,Karnataka Geo-spatial Directorate
66,AMBOA,30.545621,77.726024,913.91117,HIMACAL PRADESH,SIRMAUR,PAONTA SAHIB,GCP is situated on rock-in-situ on the West of Rajpur-Kangra Road,"Circle and dot marks cut on rock in situ at village Lobhi, Dana Rajpur. It is situated about 1.2 km north of Amboa and about 600 m NW of Rajpur. The station falls in Lobhi village, Tehsil-Paonta Sahib, District-Sirmour of Himachal Pradesh. It is situated",312030001,A35GVGP,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate"
67,AMBOLI,15.959865,73.996163,644.24311,MAHARASHTRA,SINDHUDURG,SAWANTVADI,GCP is situated in the premises of Rest House (PWD),"The GCP pillar is constructed with circular brass plate, fixed in a cement concrete pillar of dimension 1m x 1m and 20cm above ground level. It is situated in the campus of PWD Rest House, Amboli. It is on the North of Rest House in garden, 10m NE of the",1733050001,A25QMXX,Maharashtra and Goa Geo-spatial Directorate
68,AMBUR,12.784815,78.73438,287.08727,TAMIL NADU,VELLORE,VANIYAMBADI,"GCP is situated on sheet rock at small top, Ambur","Circle & dot engraved painted with yellow paint on the sheetrock over the small top at Ambur, Taluka- Ambur, Distt.-Vellore. It is about 1.5 km E of Ambur town. About 1.4km E of NH-46 connecting Krishnagiri and Ranipet., about 100m N of wire fence, about",2403040001,A25JWQP,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate"
69,AMETHI,26.173931,81.817071,38.25545,UTTAR PRADESH,AMETHI,AMETHI,"GCP is situated at village tri-junction pillar, Parshaswan, Ramnathpur & Mufurpur",A cross made on the tri junction pillar made on field bund on W of road leading to Balipur from Ramnathpur & about 1.5m. N of from Ramnathpur & Sultanpur road junction. It is about 2.5km. N from Amethi city. It is 200m. S of the Balipur village. This tri,1048010001,A36835R,Uttar Pradesh Geo-spatial Directorate
70,AMIRNAGAR,27.951052,80.33333,90.03009,UTTAR PRADESH,KHERI,GOLUGORKAH NATH,"GCP is situated in the premises of Purv Madhyamic Vidhyalaya, Amirnagar","Iron rod is fixed in centre on top of cemented pillar size (1m.x1m.x1.20m) in the compound of “Purv Madhyamik Vidhayalaya at Amirnagar, Tehsil-Golu Gokaran Nath, District- Kheri. School is situated about 200m North of village Amirnagar. It is about 5m",1016030001,A3692X8,Uttar Pradesh Geo-spatial Directorate
71,AMLI (JHAR),24.982294,76.08065,207.6663,RAJASTHAN,KOTA,SANGOD,"GCP is situated in the premises of Govt. Middle School, Amli","A circular reference mark embedded and flush with the surface level of cemented platform of size 1m x1m x 1.2m situated in premises of Govt. middle school, Amli (Jhar) village, tehsil-Sangod,  district- Kota, Rajasthan. 1m x 1m x 0.2m portion of platform",927040001,A356RX3,Rajasthan Geo-spatial Directorate
72,AMOUR,25.963382,87.722251,-17.67557,BIHAR,PURNIA,AMOUR,"GCP is situated in the campus of Dak Bunglow, Amour","GCP reference mark fixed at the centre on the top of 1m x 1m x 1.2m cement concrete pillar in the Campus of Dak Bangla, Amour, Parkand (Block) Amour, Anumondal     (Sub-Division) Baisi. It is situated about 29m South of RoomNo1, about 18m East of  Room N",1115010001,A3679XP,Jharkhand & Bihar  Geo-spatial Directorate
73,AMRAVATI,20.955968,77.751369,280.8428,MAHARASHTRA,AMRAVATI,AMRAVATI,"GCP is situated in the campus of Vidharbha Maha Vidhyalaya, Amravati","A brass dot punched on the top of  an  angle  iron, fixed at the center of a concrete cemented pillar of dimensions about 30 cm x 30 cm and about 50cm above ground level. The GCP pillar is situated in the campus of Vidharbha Maha Vidhyalaya (VMV) (Govt.",1706060001,A352VXQ,Maharashtra and Goa Geo-spatial Directorate
74,AMRELI (FATEHPUR),21.566695,71.213154,51.94305,GUJARAT,AMRELI,AMRELI,GCP is situated in the premises of Fatehpur Gram Panchayat Office,"Survey Reference Mark (SRM) is fixed with cement concrete pillar of dimension 1m x 1m x 1.2m (with iron beam) in the compound of Fatehpur Gram Panchayat Office, Taluka and Dist Amreli Gujarat. Note:- GCP 1st  phase point at Amreli destroyed hence GCP 2nd",1220020001,A353HH6,Gujarat Daman & Diu Geo-spatial Directorate
75,AMRITSAR,31.624148,74.776608,181.0564,PUNJAB,AMRITSAR,AMRITSAR,"GCP is situated in the campus of IB, near Chheharta By-pass Chowk, Amritsar","A circular brass dot punched on the top of an angle iron, fixed vertically in the center and flushed with the top level of concrete cemented pillar of dimensions about 30 cm x 30 cm and about 50 cm above ground level. It is situated in the campus of IB n",402020001,A35HPJQ,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate"
76,AMRUTUR,12.922666,76.932958,629.03952,KARNATAKA,TAMKUR,KUNIGAL,"GCP is situated in the premises of Higher Urdu Primary School, Amrutur","The point is in the premises of Higher Urdu Primary school, Amrutur, Tehsil- Kunigal, District-Tamkur, Karnataka state.  The station is about 5m NE from NE corner of school building and 7m SW from flag post.",2221040001,A25JRWW,Karnataka Geo-spatial Directorate
77,AMUDALAVALASA,18.417296,83.902678,-32.9426,ANDHRA PRADESH,SRIKAKULAM,AMUDALAVALASA,"GCP is situated in the campus of Govt. High School,Amudalavalasa.","The pillar is constructed in the premises of Government High School Amudala valsa. It is about 40m North of Hostel gate, about 36m West of Helipad and about 12m South of NW corner of compound wall. The station is 10km from Srikulam and 25km from Yaramand",2001060001,A26W5CW,AndhraPradesh &Telangana Geo-spatial Directorate
78,ANANTAPUR,14.684355,77.599355,254.97652,ANDHRA PRADESH,ANANTAPUR,ANANTAPUR,"GCP is situated in the campus of Govt. Junior College & High School, Anantapur.","Mark engraved at the centre of  a cement & concrete pillar of dimension of 56 cm x 56 cm The pillar is 26 cm above ground level. The pillar is constructed in the play ground of Govt. Junior College & High School Anantapur, Mandal-Anantapur, District- Ana",2012080001,A25PVMH,AndhraPradesh &Telangana Geo-spatial Directorate
79,ANANTARAJUPURAM,14.770716,79.069763,50.25158,ANDHRA PRADESH,KADAPA,BEDVEL,"GCP is situated in the campus of Shree Venkateshwar Swami Temple, Ananta Raju Puram.","The GCP pillar is constructed in premises of Shree Venkateshwar Swami Temple in Ananta Raju Puram village. It is about 25m SW of Pipal tree, about 3m East of tank. The station is 5km from Vedvel and 30km from Porumammila. The station falls in Vedvel Talu",2013010002,A25PXQ3,AndhraPradesh &Telangana Geo-spatial Directorate
80,ANASI,14.994847,74.368317,461.46206,KARNATAKA,UTTAR KANNADA,JOIDA,"GCP is situated in paddy land on the North of Siddeswara Temple, Anasi Village","A cross mark brass plate embedded on the centre of cement concrete pillar in the paddy land. It is situated 40m North of Siddeswara temple, Anasi village, Taluk- Joida, District-Uttar Kannada, Karnataka state. The station is about 50m West of Anasi–Ula",2212020001,A25PPX9,Karnataka Geo-spatial Directorate
81,ANASKURA,16.782166,73.808696,495.25102,MAHARASHTRA,KOLHAPUR,SHAHUWADI,"GCP is situated in the campus of Primary School, Anaskura","The GCP pillar is constructed with circular brass plate, fixed in a cement concrete pillar of dimension 1m x 1m and 20cm above ground level. It is situated in the campus of Primary School, Anaskura, Taluka Shahuwadi, District Kolhapur of Maharashtra Stat",1732010002,A25RMQR,Maharashtra and Goa Geo-spatial Directorate
82,ANDEVANAPALLI,12.464622,77.767251,743.49048,TAMIL NADU,KRISHNAGIRI,DENKARIKOTTAI,"GCP is situated in the premises of  Porambokku land, Andevanapalli","Cement concrete GCP pillar of size 1mx1mx1.2m was laid in Andevanapalli Porambokku land in Denkarikottai Taluk of Krishnagiri District in Tamil Nadu. This station is about 1km NE of Andevanapalli village, 40m W of metal road which is from Denkarikottai l",2406030001,A25JVFQ,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate"
83,ANJANGAON,21.153526,77.313328,275.53649,MAHARASHTRA,AMRAVATI,ANJANGAON,"GCP is situated in the campus of Sarda College, Anjangaon","The GCP pillar constructed with circular brass plate, fixed in a cement concrete pillar of dimension 1m x 1m and 20cm above ground level. It is situated in the campus of (E class place) Sarda College, Village & Tehsil Anjangaon, District Amravati of Maha",1706040001,A353V58,Maharashtra and Goa Geo-spatial Directorate
84,ANJAR,23.11814,70.040487,-0.99577,GUJARAT,KACHCH,ANJAR,"GCP is situated in the premises of Rest House (PWD), Anjar","Survey Reference Mark (SRM) is fixed with cement concrete pillar of dimension 1m x 1m x 1.2m situated in the compound of Rest house (R & B) PWD at Anjar, taluka- Anjar, District- Kachchh, Gujarat. It is about 14m SW from NW corner of store room, about 40",1201090002,A355G42,Gujarat Daman & Diu Geo-spatial Directorate
85,ANKHAWARI,22.493906,78.84459,700.54471,MADHYA PRADESH,CHHINDWARA,BATKA,"GCP is situated in the premises of Govt. Middle (Boys) School, Ankhawari","The GCP Pillar situated in the campus of Govt.  Middle Boys School Ankhawari Tehsil Batka District Chhindwara M.P. It is about 100 meter West of village Ankhawari, about 5 meter SW of school, about 15 meter SE of Forest boundary pillar and about 100 mete",1348010001,A354WFR,Madhya Pradesh Geo-spatial Directorate
86,ANKOLA,14.670009,74.290288,-79.95363,KARNATAKA,KARWAR,ANKOLA,"GCP is situated in the  premises of Keni Govt. School, Ankola","The SCP-005(Town Planning Department) used as GCP in the premises of Keni Govt. school at Ankola of Taluk-Ankola, District-Karwar, Karnataka state. It is about 47m East from center of road near main gate, which is leading from Ankola to Badigeri. It is 5",2213010001,A25PPM7,Karnataka Geo-spatial Directorate
87,ANNUR,11.229453,77.113525,277.27224,TAMIL NADU,COIMBATORE,AVANASHI,"GCP is situated at Reserved Place (Town Panchayat), Annur","Cement concrete pillar of dimension 1mx1mx1.2m constructed in Annur town Panchayat reserved place, Taluka- Annur, distt.- Coimbatore. It is about 400m S of Annur –Avinashi road, about 6m W of compound wall, about 150m NE of OHT, about 200m NE of Sub-re",2915050001,A25HV64,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate"
88,ANTAGARH,20.099293,81.161699,308.65363,CHATTISGARH,KANKER,ANTAGARH,GCP is situated in the campus of Govt. Higher Secondary School,"Survey Reference Mark embedded centrally in 1m x 1m x 20cm RCC pillar situated in the compound of Govt. Higher Secondary Girls School at Antagarh, tehsil- Antagarh, District- Kanker (North Bastar), Chhattisgarh. It is about 14.0m South from SE corner of",1419040001,A362335,Odisha & Chhattishgarh Geo-spatial Directorate
89,ANUPGARH,29.188897,73.200464,106.23109,RAJASTHAN,GANGANAGAR,ANUPGARH,"GCP is situated in the campus of Govt. Higher Secondary School, Anupgarh","The GCP station is situated in the campus of Govt. Higher Secondary School Anupgarh, tehsil- Anupgarh, Distt. Sri Ganga Nagar of state Rajasthan. Mark embeded on GCP station is about 30m SE of Model School (under construction) ,about 5m West of East comp",901060001,A35FM56,Rajasthan Geo-spatial Directorate
90,ANVA,20.416265,75.788464,566.63872,MAHARASHTRA,JALNA,BHOKARDAN,"GCP is situated in the campus of Zila Parishad High School, Anva","The GCP Pillar constructed with circular brass plate, fixed in a cement concrete pillar of dimension 1m x 1m and 20cm above ground level. It is situated on the SW corner of the campus of Z.P.High School, near Children Park, Anva, Taluka-Bhokardan, Distri",1713010001,A352QCQ,Maharashtra and Goa Geo-spatial Directorate
91,APPARAOPET,19.260898,78.163531,298.41854,MAHARASHTRA,NANDED,KINWAT,GCP is situated in the premises of Gram Panchyat Office,"An iron plate O small circle fixed on a cemented concrete pillar as dimension 50cm x 50cm x 10cm above ground level. This pillar falling under premises of Gram Panchayat Office at Apparaopet village, Mandal (Dist) Maharastra state, north of pillar 600m a",1725010003,A25XW75,Maharashtra and Goa Geo-spatial Directorate
92,ARAIN,26.445722,75.033151,326.39015,RAJASTHAN,AJMER,KISHANGARH,"GCP is situated in the premises of Office of SSA, Arain","Survey Reference Mark   is embedded and flush with the upper surface level of cemented platform of size 1m x 1m x0.2m  situated in the premises of Office of SSA, Arain, tehsil- Kishangarh,Distt- Ajmer (Rajasthan). GCP pillar is about 50m NEE from main ga",919010001,A358QC2,Rajasthan Geo-spatial Directorate
93,ARANTHANGI,10.154605,79.015784,-49.9956,TAMIL NADU,PUDUKKOTTAI,ARANTHANGI,"GCP is situated at Pallathivayal Village, Aranthangi","Cement concrete GCP pillar of dimension 1mx1m constructed in Pallathivayal village, Aranthangi Taluk in Pudukkottai district. This village Pallathivayal is located along the SH-26 connecting Aranthangi 4km and Avudaiyarkovil 12km. It is about 50m NE of a",2925030001,A25GX52,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate"
94,ARAU,34.093289,75.262975,2440.8447,JAMMU & KASHMIR,ANANTNAG,PAHALGAM,GCP is situated  on the North of Arau Village,"Circle & dot engraved on a boulder, situated on the North of Arau Village.It is about 80 m West of  Transformer, about 150m SW of Hotel Alpine ( J&K Tourism ),  and about 150m NW from Taxi Stand at the tri-junction in Arau Village.The station can best be",204010001,A35PQ37,Jammu & Kashmir and Ladakh Geo-spatial Directorate
95,ARDHAVEEDU,15.673301,78.953762,164.84439,ANDHRA PRADESH,PRAKASAM,GIDDALUR,"GCP is situated in the campus of MPDO Office, Ardhaveedu.","Dot on top of cemented pillar size 63cm x 63cm and 6cm above ground level in the compound of M.P.D.O Office Mandal- Ardhaveedu, Taluk- Giddalur, Distt.-Prakasam (A.P). The station is about 80m NE from M.P.D.O Office, about 100m East of Police station, ab",2010110001,A25QWMX,AndhraPradesh &Telangana Geo-spatial Directorate
96,ARMORI,20.477446,79.979701,162.0958,MAHARASHTRA,GADCHIROLI,ARMORI,"GCP is situated in the campus of Govt. ST Boys Hostel, Armori","A brass dot punched on the top of  an  angle  iron, fixed at the centre of a concrete cemented pillar of dimensions about 30 cm x 30 cm and about 50cm above ground level. The GCP pillar is situated in the campus of Govt. ST Boys Hostel, Armori, District",1717010001,A352XFX,Maharashtra and Goa Geo-spatial Directorate
97,ARVI,20.998541,78.227374,243.54704,MAHARASHTRA,WARDHA,ARVI,"GCP is situated in the premises of Rest House (PWD), Arvi","The GCP Pillar constructed with Circular Brass Plate fixed in a cement concrete pillar of dimension 1m x 1m and 20 cm above ground level. It is situated in the campus of PWD Rest House, Arvi, about 30m West of RH and 15 West of flagmast, about 8m North o",1707020001,A352WX6,Maharashtra and Goa Geo-spatial Directorate
98,ASHTI,21.204518,78.185459,271.04918,MAHARASHTRA,WARDHA,ASHTI,"GCP is situated in the campus of Rest House(PWD), Asthi","The GCP pillar is constructed with circular brass plate, fixed in a cement concrete pillar of dimension 1m x 1m and 20cm above ground level. It is situated in the campus of PWD Rest House, Ashti, about 16m NW of the main entrance gate, 25m North of Rest",1707010001,A353W65,Maharashtra and Goa Geo-spatial Directorate
