OBJECTID,sbm_type,latitude,longitude,Z,state,district,tahsil,gdc_username,old_description
82,Type 'B',12.828097,75.522208,0,Karnataka,DAKSHIN KANNADA,PUTTUR,Karnataka Geo-spatial Directorate,"Type 'B' at Siradi,embedded 0.55m below ground levelin the main coumpound of Nurses Quarters (old travellers bungalow), Taluq Puther , district Dakshin Kannada. It is 12m NW of a big mango tree, 7.5m W of a footpath leading to Sri Thomas S/O Sri Danial's H"
83,Type 'P',16.209,77.35,0,Karnataka,RAICHUR,RAICHUR,Karnataka Geo-spatial Directorate,"Type 'P' at Raichur, situated on rock, locally known as Lal Pahari, very close to end east of water head tank, 50.0m north of the Metrological shed, 70.0m E of the civil court (Nizam Kachahari) SAT kachahari, 76.8m from NW corner of a wall enclosing a gr"
84,Type 'C',16.078,77.415,0,Karnataka,RAICHUR,RAICHUR,Karnataka Geo-spatial Directorate,"Type 'C' at Yergara village cut on a big rock-in-situ, about 2.0m high from ground level, about 90m NE of the trijunction of Raichur-Yergara road and Yergara-Machanta -Kurnool metelled road. It is situated about 77m E from the centre of Yergara-Raichur r"
85,Type 'B',16.078,77.415,0,Karnataka,RAICHUR,RAICHUR,Karnataka Geo-spatial Directorate,"Type 'C' at Yergara village cut on a big rock-in-situ, about 2.0m high from ground level, about 90m NE of the trijunction of Raichur-Yergara road and Yergara-Machanta -Kurnool metelled road. It is situated about 77m E from the centre of Yergara-Raichur r"
86,Type 'B',12.875,75.715,0,Karnataka,HASSAN,SAKALESHPUR,Karnataka Geo-spatial Directorate,"Type'B' at Marranhally inside KSTDC bungalow, it is about 90m E of NH-48. it  is embeded 0.60m below ground level. The distance & bearing to the surrounding objects are SW corner of bunglow 10.20 m &  305°, SE corner of same 13. 20m & 22°,  middle corn"
87,Type 'B',12.946972,75.785556,0,Karnataka,HASSAN,SAKALESHPUR,Karnataka Geo-spatial Directorate,"Type 'B'  at saklashpur ( paravasi mandir) embeded with floor level  in N  or  front varandahh of travellers bunglow, 0.80 m from wall and about  4.0  m SW  of center pillar of varandah of old building."
88,Type 'B',13.935694,75.558611,0,Karnataka,SHIVAMOGGA,SHIVAMOGGA,Karnataka Geo-spatial Directorate,"GTS BM (Type 'B')at shimoga,interred 0.6 m below ground level in the compound of circuit house. The distance and bearing to the sourronding objects areNE corner of  rest house 22.7m&283;SE corner of same21.6 m&225;electric pole17.7 m&118.5;flag pole 50.3 m"
89,Type 'P',9.964,78.803,0,Tamil Nadu,SIVAGANGA,DEVAKKOTTAI,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate","Type 'P' standard bench mark at Devakottai, consist of a stone monolith 2 feet square at base and 3ft high, the upper 4 inch being dressed to the form of a frustum of a pyramid terminating in a square of 3 inch side. The stone rests on a bed of a concret"
90,Type 'B',10.098,78.852,0,Tamil Nadu,SIVAGANGA,KARAIKKUDI,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate","Type 'B' Bench Mark at BDO office, Puduvayal, embedded in a 1.0m cube of masonary block, about 0.6m below ground level, about 9.0m N of road leading from Puduvayal bus stand to Arantangi via Sengnai village and about 70m south of Baniyan tree in the conp"
91,Type 'B',21.491,84.277,0,Odisha,SAMBALPUR,KUCHINDA,Odisha & Chhattishgarh Geo-spatial Directorate,"Type 'B' at Badrama, interred 0.40m below ground level in the compound of Badrama Primary Sevashram (Govt. Primary School) Badrama District -Sambalpur, Orissa, it is  2.2m N of hand pump inside the school, BM is 42m N of middle of Deogarh-Sambalpur road."
92,Type 'P',21.455,83.986,0,Odisha,SAMBALPUR,SAMBALPUR,Odisha & Chhattishgarh Geo-spatial Directorate,"Type 'P' at Sambalpur town, it is situated in the compound of Old Metreological Observatory (now not in use) in Commissioner Colony adjoining to Commissioner Colony Play Ground near Jail chowk. BM is 7.9m from middle of the Thermometre shed & 3.6m from N"
93,Type 'M',11.333,77.707,0,Tamil Nadu,ERODE,ERODE,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate","Type 'M' at Erode consists of a brass plate fixed in the centre of a cemented concrete monolith of size 0.30m × 0.30, BM is surrounded by cemented platform of size 1.50m x 1.50m x 1.50m and 0.80m high BM is in the compound of PWD Inspection Bungalow on"
94,Type 'B',17.156,81.991,0,Andhra Pradesh,EAST GODAVARI,GANDEPALLE,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B' at Mallepalli interred 0.6m below ground level at N compound of E side of main entrance gate of Z.P. High School, mallepalli(AP). The distance and bearing to surrounding objects are  NE corner of verandah basement of staff room of school 62.2m &"
95,Type 'B',16.769,81.847,0,Andhra Pradesh,EAST GODAVARI,RAVULAPALEM,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'P' (SBM) at VIJAYWADA ,situated in the compound & south of sub-collector office. The distance & bearing of the surrounding objects are: SW corner of main building of sub-collector office 52.1m & 349°; SE corner of the building is 41.6m & 27°.It i"
96,Type 'B',16.72,81.121,0,Andhra Pradesh,WEST GODAVARI,ELURU,AndhraPradesh &Telangana Geo-spatial Directorate,"Type'B'  AT ELURU, interred 0.60m below ground level in the E compound of R&B , IB Eluru West Godavari. The distance &bearing to the surrounding objects are: (i) SE corner of IB main building 27.0m & 268°.(ii) SE corner of IB main building 38.20m & 265"
97,Type 'B',16.252,81.027,0,Andhra Pradesh,KRISHNA,MOVVA,AndhraPradesh &Telangana Geo-spatial Directorate,Type'B' BENCH MARK AT ZPH HIGH SCHOOL NIDUMOLU. It consists of a dressed stone 30cmx45cmx30cm set on a bed concrete one metre square & 60cm thick & surrounded by masonary work. The upper surface of the stone which is 30cmx 45cm is flush with that of maso
98,Type 'B',16.483694,81.849139,0,Andhra Pradesh,EAST GODAVARI,RAZOLE,AndhraPradesh &Telangana Geo-spatial Directorate,"Type-B situated at (R&D) office Razole (Andhra Pradesh). It is located at back side of main R&D office. It is about S wall office compound 5m N from S wall. It is about 15m SE from old hand pump in compound, and about 10m NE from RCC office block. It is"
99,Type 'B',17.359,82.543,0,Andhra Pradesh,EAST GODAVARI,TUNI,AndhraPradesh &Telangana Geo-spatial Directorate,"OType 'B' at TUNI ,interred 0.60 m below ground level in the compound of Mandal Revenue office, Tuni , East  Godawari (A.P.)                                              The distance and bearing to the surrounding objects are  - SW corner of sub treasury"
100,Type 'B',16.821,81.42,0,Andhra Pradesh,WEST GODAVARI,UNGUTURU,AndhraPradesh &Telangana Geo-spatial Directorate,"Type'B' at Unguturu, interred 0.60m below ground level in the E compound of Mandal Revenue office, Unguturu west Godavari. (A.P). The distances & bearing to the surrounding objects are: NE corner of M.R.O.building 23.20m & 279°; SE corner of the same. 2"
101,Type 'B',14.865,77.592,0,Andhra Pradesh,ANANTHAPUR,GARLADINNE,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B' near cable room No. 31, about 39.2m SW of km stone indicating Hyderabad -333km & close to room No. 31 of P&T department, interred 0.60 m below ground level. The distance & bearing to the surrounding objects are: SE corner of cable room No. 31, 3"
102,Type 'B',14.848,77.596,0,Karnataka,ANANTHAPUR,GARLADINNE,Karnataka Geo-spatial Directorate,"Type 'B' at Cableroom No. 32 of P&T Department, about 17m W of the centre of   NH-7 near Km stone indicating Hyderabad-335 km, interred 0.55m below ground level. The distances & bearings to the surrounding objects are SE corner of cemented cableroom : 2."
103,Type 'B',15.710667,77.592139,0,Andhra Pradesh,KURNOOL,GONEGANDLA,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B' at Gonegandla, Type 'B' situated in NE direction of campus of Zila Parishad High School, village Gonegondla, Kurnool district AP. It is 0.6m below the ground level, the distance and bearing of the surrounding objects are: 1. 25m & 13 deg from NE j"
104,Type 'B',15.710667,77.592139,0,Andhra Pradesh,KURNOOL,GONEGANDLA,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B' at Gonegandla, Type 'B' situated in NE direction of campus of Zila Parishad High School, village Gonegondla, Kurnool district AP. It is 0.6m below the ground level, the distance and bearing of the surrounding objects are: 1. 25m & 13 deg from NE j"
105,Type 'C',13.963722,77.681,0,Karnataka,ANANTHAPUR,GORENTLA,Karnataka Geo-spatial Directorate,"GTS BOM Type'C' at Pallasmudran.Type 'C' at Palasamudram on a big rock boulder near crossing of NH-7 on Kadri-Hindupur road, 8.90m S of centre of Idgah under a big Jubeda tree bears 25º & 26.6m W of the main road, 49.90m SW of W parapet of culvert No. 4"
106,Type 'C',15.936,77.356,0,Andhra Pradesh,KURNOOL,MANTRALAYAM,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'C' at Madhavaram, on huge rock boulder about 1.0m high from  ground level & about 8.0m long and 7.0m wide, situated about 30m N of police station at Madhavaram, behind a hut, about 22m N of Madhavaram -Mantralayam road and about 38m E  from the roa"
107,Type 'B',14.205583,79.8745,0,Andhra Pradesh,NELLORE,MANUBOLU,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B', MANUBOLU. Interred 1.5 feet below the ground level in the SE corner of the compound of Mandal Revenue Office, Manubolu,   Nellore district, Andhra pradesh. The distance & bearing to the surrounding objects are: SE corner of M.R.O building is 9."
108,Type 'B',15.115833,77.635278,0,Andhra Pradesh,ANANTHAPUR,GUNTAKAL,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B' at R&B Inspection Bunglow, Gooty. It is situated in the compound of IB Gooty, Tehsil - Gooty, Distt.-Anantpur, interred 0.75m below ground level. The distances & bearings to the surrounding objects are: centre of the well situated in the S compo"
109,Type 'B',16.271,80.469,0,Andhra Pradesh,GUNTUR,GUNTUR,AndhraPradesh &Telangana Geo-spatial Directorate,"Type'B' at Microwave station office in Guntur. Interred 1.45m below ground level in NW corner compound of Microwave station. It is about 12.05m NW of NW corner of the building, about 24.05m NW of SW corner of building & it is about 39.5m NE of main gate"
110,Type 'B',15.843,80.051,0,Andhra Pradesh,PRAKASAM,JANAKAVARAM PANGULURU,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B' at Muppavaram .Interred in Mahadev / Rajamaleshwaram temple. Interred about 1.1m below ground level S of Mahadev temple, 5.5 m from SW & 5.2m from SE corner & 4.3m from S face of temple on which letter BM are cut in village  Muppavaram."
111,Type 'P',16.959361,82.225806,0,Andhra Pradesh,EAST GODAVARI,KAKINADA,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'P' At Kakinada. It is situated in the SW corner of the compound of collector court, 59.5m  NW of W pillar of main entrance gnte on N edge of samalkota-Kakinada road. The distance & bearing of surrounding object SE corner of collector court, 107.2M &"
112,Type 'B',16.94175,82.244583,0,Andhra Pradesh,EAST GODAVARI,KAKINADA,AndhraPradesh &Telangana Geo-spatial Directorate,Type 'B' At Kakinada old port office just ground level. It is 8m East from Deputy Engineer office of Kakinada port out 6m North of old Pipal tree.
113,Type 'C',14.486917,77.327222,0,Andhra Pradesh,ANANTHAPUR,KAMBADUR,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'C'  at Nutimadugu,  engraved on sheet rock in the campus of of Govt. High School Nutimadugu, about 39m north from NE corner of BC hostel compound wall corner, 36m SSW from SW corner of toilet room, 55m SW from 9th class room building, 60m west fro"
114,Type M,15.588639,79.115389,0,Andhra Pradesh,PRAKASAM,KAMBHAM,AndhraPradesh &Telangana Geo-spatial Directorate,"Type M at cumbum in P.W.D. (R&B) Inspection Banglow in District Praksam (A.P.), cement of a stone Monalite 30m square of base & 0.9m High upper & being dresed to the from of a frustam of a Pyramide Terminaling in a square of 8cm side, the stone Rest on a"
115,Type 'B',17.67,82.967,0,Andhra Pradesh,VISHAKHAPATNAM,KASIMKOTA,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B' at Kasimkota,interred 0.60  m below ground level in the compound of police station on Kasimkota .The distance and bearing to the surrounding object are NE corner of police station building 9.8 m &193° ,NW corner of same 12.0 m & 254° . The cor"
116,Type 'B',21.642,78.459,0,Madhya Pradesh,CHHINDWARA,PANDHURNA,Madhya Pradesh Geo-spatial Directorate,"Type 'B' at Teegaon, interred 0.25m below ground level in the compound of Sanjay Gndhi Government Higher Secondary School Teegaon, Distt. - Chhinwara (MP). A mesonary reference pillar stands at a distance of 1.65m and just touching the school stage in fr"
117,Type 'B',21.500833,78.6925,0,Madhya Pradesh,CHHINDWARA,PANDHURNA,Madhya Pradesh Geo-spatial Directorate,"Type 'B' at Badchicholi, interred o.40 m below ground level at national highway Authority of India rest house at Badchicholi, tah. Pandurna, Distt. Chhindwara, MP. A mesnory reference pillar stands at a distence of 2.0 m W of Bench mark."
118,Type 'B',21.501,78.693,0,Madhya Pradesh,CHHINDWARA,PANDHURNA,Madhya Pradesh Geo-spatial Directorate,"Type 'B' at Badchicholi, interred 0.40m below ground level at National Highway Authority of India rest house at Badchicholi, Tehsil Pandurna, District Chhindwara, Madhya Pradesh. A mesonary reference pillar stands at a distance of 2.0m W of Bench Mark. T"
119,Type 'B',24.976,77.567,0,Madhya Pradesh,SHIVPURI,KOLARAS,Madhya Pradesh Geo-spatial Directorate,"Type 'B' at Badarwas, interred 0.60m below ground level at SW corner of P.W.D. rest house at  Badarwas (MP). The distnce and bearing to the surrounding objects are;-               NW corner of rest house 33.1m & 35?, SW corner of the same 18.8m & 44?, NW"
120,Type 'B',25.108,77.603,0,Madhya Pradesh,SHIVPURI,KOLARAS,Madhya Pradesh Geo-spatial Directorate,"Type 'B' at Lukwasa, embedded 0.60m below ground level in the campus of Jan shaskiya Prathmic & Madhyamic Vidyalaya at Lukwasa village."
121,Type 'B',25.222,77.602,0,Madhya Pradesh,SHIVPURI,KOLARAS,Madhya Pradesh Geo-spatial Directorate,"Type 'B' at Kolaras, interred 0.60m below ground level in the compound of Govt. RH ( PWD) at Kolaras,  situated at S side of the compound of PWD rest house at Kalaras near VIP suit and at W side of a tin covered room. The distance and bearing to the surr"
122,Type 'B',25.724,76.076,0,Rajasthan,BUNDI,NAINWA,Rajasthan Geo-spatial Directorate,"Type 'B' at sub-station power house Digod village, interred 0.60m below ground level. The distance and bearing of the surrounding objects are:-  NE corner of store room AEN Sultanpur (Previously it is J.E office) 17.20m & 349°.  NW corner of the same 23"
123,Type 'C',16.125292,74.522099,0,Karnataka,BELAGAVI,HUKERI,Karnataka Geo-spatial Directorate,"Type 'C' BM located at PHC YAMKANMADI Village.100M NW from temple,30m N from from the PHC maingate,5m W from small temple."
124,Type 'P',13.489356,75.063808,0,Karnataka,UDUPI,KARKAL,Karnataka Geo-spatial Directorate,"At Someshwar.Consist of a Stone monolith 0.6-metre Sqare at Base and Projecting 0.5metre above the concrete platform, the upper 8cm being dressed into the form of a frustum of a pyramid terminating in a Square of a 33cm  side.The monolith rests in a bed"
125,Type 'C',14.421,74.392,0,Karnataka,UTTAR KANNADA,KUMTA,Karnataka Geo-spatial Directorate,"Type 'C' at Kumta Port in village Vannalli, situated on bed rock at S edge of cultivated land, 6.0m NNW of road leading from Kumta to Head Bandar. BM is infront of house belonging to Sri Mikal Shivil Farnandre of village Vannalli, about 50m E of road jun"
126,Type 'C',14.421,74.392,0,Karnataka,UTTAR KANNADA,KUMTA,Karnataka Geo-spatial Directorate,"Type 'C' at Kumta Port in village Vannalli, situated on bed rock at S edge of cultivated land, 6.0m NNW of road leading from Kumta to Head Bandar. BM is infront of house belonging to Sri Mikal Shivil Farnandre of village Vannalli, about 50m E of road jun"
127,Type 'B',21.513,85.462,0,Odisha,KENDUJHAR,KENDUJHAR,Odisha & Chhattishgarh Geo-spatial Directorate,"Type 'B' at  Kunwar village of Distt. Keonjhargarh, Orissa situated at S compound or front compound of Kunwar Primary School, consists of a Zinc tablet interred 0.5m below ground level, about 61m NW of junction of old NH-6 & road leading to Kunwar villag"
128,Type 'C',21.637,85.61,0,Odisha,KENDUJHAR,KENDUJHAR,Odisha & Chhattishgarh Geo-spatial Directorate,Type 'C' on rock insitu at N corner of the compound of Collectorate office at Keonjhar. BM is 21.45m SE of corner of Tribal Development Co-operative Corporation office. The distances & bearings to the surrounding objects are:  -
